연령,가족 구성원 수,주택규모,월평균 가구소득,성별_1,성별_2,주택형태_1,주택형태_2,주택형태_3,주택형태_4,직업_1,직업_10,직업_2,직업_3,직업_4,직업_5,직업_6,직업_7,직업_8,직업_9,반려동물 사육경험_1,반려동물 사육경험_2,반려동물 사육경험_3,향후 반려동물 사육의향
45,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
28,4,35,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,4,35,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
38,4,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,4,25,750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
35,2,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,4,35,450,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
36,3,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
35,2,15,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
38,3,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,5,60,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
44,4,15,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
41,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
33,3,45,650,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
53,2,15,250,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
57,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
38,2,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
51,3,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
24,3,5,50,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,3,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,1,25,250,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
54,4,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
47,4,35,550,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
37,5,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,4,45,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,2,15,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
58,4,45,750,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
52,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,3,25,750,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
41,3,25,150,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
36,2,25,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
61,3,15,450,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6000000000000001
50,4,25,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
47,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
54,4,35,550,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
56,4,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,4,25,450,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2
53,4,35,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
49,4,45,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
36,6,35,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
54,3,35,750,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
56,5,25,350,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6000000000000001
65,4,35,450,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
39,3,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
53,4,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2
43,3,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
31,2,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
22,3,15,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
52,4,45,750,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
41,3,25,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
36,6,35,650,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,2,35,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
38,3,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
50,4,25,550,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
53,4,45,750,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,4,35,650,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
54,4,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
55,5,35,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
50,3,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,2,15,250,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
25,4,35,350,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
30,3,25,550,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4
39,3,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
35,4,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
30,2,15,250,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
35,3,25,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,4,35,750,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
23,5,60,450,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
49,4,15,350,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4
28,4,35,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2
26,4,35,450,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
49,3,45,650,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
55,4,35,450,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
43,4,25,450,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
36,3,25,550,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
56,3,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
60,6,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
44,6,25,550,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
55,3,15,250,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
49,4,35,450,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2
50,4,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,3,35,550,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
33,3,25,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
49,3,25,450,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6000000000000001
51,4,35,650,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
43,4,45,750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
35,3,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
26,2,25,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,4,45,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,1,15,250,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
34,1,15,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,6,25,650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
45,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
48,4,60,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
48,4,25,550,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
60,4,35,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
43,2,25,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
45,3,25,550,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
45,4,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,4,35,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
28,1,5,150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
47,3,15,350,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
53,3,35,550,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6000000000000001
31,2,15,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
44,3,35,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
38,5,15,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2
35,1,15,250,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6000000000000001
26,1,5,150,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
52,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8
29,3,25,250,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
28,4,25,350,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
25,5,25,50,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
36,5,35,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,3,15,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,3,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,4,35,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
28,4,35,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
53,4,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
27,2,15,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
24,4,25,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,1,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,6,35,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
56,4,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
24,4,25,450,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
31,2,15,550,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
28,2,15,750,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6000000000000001
20,4,35,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
42,3,45,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8
26,4,35,450,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
26,1,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
20,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
25,1,15,150,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,3,35,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
28,6,25,450,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
24,3,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
44,3,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
49,3,60,150,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
37,2,25,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,3,25,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,4,25,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
30,1,5,250,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8
47,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
25,4,35,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6000000000000001
46,4,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
47,4,35,450,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
44,4,35,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
53,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
38,2,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
41,4,35,650,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,2,25,350,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6000000000000001
48,4,60,750,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
39,1,25,350,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0
42,3,25,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
43,5,15,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
41,4,25,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
47,4,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
49,3,35,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
27,4,35,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
29,5,45,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
45,4,25,250,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8
44,4,35,750,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
31,2,15,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,5,15,250,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
48,5,45,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
26,4,25,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,4,60,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,3,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
34,3,15,150,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
44,2,25,650,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
44,4,35,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
34,5,35,450,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
41,4,25,250,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
49,5,35,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
57,4,60,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
48,4,25,350,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4
22,4,35,650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
48,4,35,450,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
36,4,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
56,1,15,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,4,45,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
49,4,25,150,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4
31,2,15,550,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
33,1,5,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,3,15,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
40,3,15,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,2,15,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
42,3,25,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
51,3,15,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,3,25,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
35,4,15,250,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8
35,2,15,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
44,3,35,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
48,3,35,650,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
35,4,35,650,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
32,4,25,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
54,2,25,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
36,2,25,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
43,2,15,250,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
20,3,15,350,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
29,1,5,250,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
33,3,25,450,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
25,3,25,150,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
28,3,25,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
35,4,35,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
50,4,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
44,2,25,750,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
49,4,25,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
25,4,35,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
34,3,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,3,15,150,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
38,3,25,250,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
58,4,45,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
35,4,25,450,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
38,3,15,450,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
53,5,35,650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
40,4,45,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
35,3,35,550,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
28,2,25,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2
60,4,35,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
32,2,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
24,5,35,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
40,4,60,750,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
58,3,35,450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
37,3,25,550,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
44,3,35,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,2,15,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
33,2,25,450,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
61,4,45,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
54,5,35,650,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
44,4,25,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
39,4,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
55,3,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
25,4,25,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
32,3,25,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,2,15,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,1,15,350,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
35,2,15,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,10,60,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,3,25,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,4,25,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
55,4,35,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,3,25,550,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
25,3,25,150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
32,4,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
26,4,35,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
29,3,45,50,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6000000000000001
22,3,45,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
45,4,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
26,3,25,750,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,3,35,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
32,2,25,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
51,2,35,350,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
55,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
36,1,15,250,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
64,2,45,750,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
31,2,25,250,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,2,25,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,4,60,750,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
57,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,3,25,350,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4
30,4,25,250,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
27,4,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,3,15,250,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
34,2,25,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,5,35,550,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8
50,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
36,3,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
49,1,25,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
33,3,25,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2
43,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
49,3,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
32,4,60,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
54,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
