연령,가족 구성원 수,주택규모,월평균 가구소득,성별_1,성별_2,주택형태_1,주택형태_2,주택형태_3,주택형태_4,직업_1,직업_10,직업_2,직업_3,직업_4,직업_5,직업_6,직업_7,직업_8,직업_9,반려동물 사육경험_1,반려동물 사육경험_2,반려동물 사육경험_3,향후 반려동물 사육의향
28,3,25,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2
39,3,25,450,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
49,3,25,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
36,4,35,550,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
47,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
33,3,25,250,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
41,4,35,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
32,1,15,250,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,1,5,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
31,4,15,50,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
32,1,5,150,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
31,1,25,650,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,4,35,450,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
33,3,35,250,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
43,3,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
32,2,25,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,4,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
41,4,25,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
51,3,35,650,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
27,3,45,650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,3,25,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,3,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,3,45,450,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
44,4,25,550,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6000000000000001
54,2,35,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
41,3,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
29,4,25,350,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6000000000000001
46,5,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2
26,4,25,550,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
30,1,5,150,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
22,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0
24,4,25,450,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
33,1,15,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
30,4,35,550,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
46,5,60,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
24,3,15,50,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6000000000000001
42,3,35,150,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8
34,4,45,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,2,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,2,25,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
46,4,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
47,4,35,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
42,3,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
44,4,25,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
40,4,35,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
34,2,25,450,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
27,4,35,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
41,3,15,550,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
58,4,25,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
39,3,35,650,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
30,4,45,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
34,3,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,5,45,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
48,3,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
34,4,25,550,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
59,3,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
41,4,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
58,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
33,3,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,2,35,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,6,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,2,60,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6000000000000001
60,2,45,650,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
60,2,35,550,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,5,35,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
40,2,35,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
42,5,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
45,5,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
34,3,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
32,3,25,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
25,4,45,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.4
35,3,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
29,1,5,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
46,6,35,750,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
34,1,5,150,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
30,2,15,350,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0
29,4,35,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
28,4,25,250,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
31,5,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
28,4,60,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
23,4,15,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
24,2,15,150,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
43,4,25,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
26,4,60,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
36,2,35,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
30,3,25,450,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,2,15,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
38,3,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4
47,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,3,25,450,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
51,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
41,4,25,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2
22,5,5,50,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
29,4,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,1,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
52,5,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
42,4,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,3,25,350,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
36,4,35,450,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6000000000000001
25,4,45,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
29,1,5,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,4,35,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,6,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
27,4,25,150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6000000000000001
35,3,15,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
26,4,35,650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
27,5,45,750,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6000000000000001
65,2,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4
32,4,25,750,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
53,3,15,450,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
28,1,15,150,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6000000000000001
23,1,5,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
31,3,25,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,4,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
34,3,5,350,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
42,3,25,150,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2
48,4,25,450,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
50,2,15,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
38,4,35,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,2,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,2,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
41,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6000000000000001
48,4,25,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2
25,4,45,150,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
42,5,25,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
32,2,15,650,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8
46,6,45,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,2,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
50,3,5,150,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8
29,6,15,350,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
45,4,35,350,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
46,4,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
41,4,25,150,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6000000000000001
30,2,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,2,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,2,15,250,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
23,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
32,4,35,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,3,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
29,2,45,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
22,4,5,450,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
34,4,25,550,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
45,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
55,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
30,5,25,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,3,5,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
52,4,25,150,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6000000000000001
27,4,35,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
23,4,35,250,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
31,1,5,250,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
28,1,5,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,4,35,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,3,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
33,1,5,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2
23,4,25,150,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
30,2,15,150,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
55,4,45,450,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
37,5,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
26,1,15,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
26,3,35,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6000000000000001
28,1,5,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
25,3,35,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,1,15,150,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
35,6,35,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
27,1,15,150,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
26,4,25,550,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
33,3,25,350,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
23,4,15,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
25,3,45,650,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
57,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
25,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
27,3,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
40,1,5,250,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,1,15,150,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
47,2,45,750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
46,3,15,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,3,35,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
34,2,15,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
53,4,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
28,1,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
34,2,15,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
52,4,25,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
58,2,25,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
21,4,25,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
33,2,15,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
36,3,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
26,1,5,250,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4
24,5,25,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,3,35,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,3,15,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
30,4,15,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
25,4,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
53,3,25,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
49,3,15,250,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
25,5,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6000000000000001
58,2,35,650,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
50,4,25,450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
28,4,35,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
28,4,35,750,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4
25,3,45,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
31,3,25,450,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
28,4,15,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
27,4,35,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
34,3,60,550,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,4,60,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
24,3,25,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6000000000000001
20,3,25,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
25,4,25,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
21,4,25,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
21,2,5,150,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
28,3,35,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0
33,2,25,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,3,35,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,3,5,150,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,2,25,750,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
27,2,15,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,2,25,250,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,3,15,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
23,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
21,1,15,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
34,2,25,650,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
23,4,35,650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
20,5,35,650,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
23,3,25,150,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
24,4,25,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
28,3,35,350,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
22,5,45,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
30,2,25,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
22,4,35,650,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
45,3,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
29,2,35,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
50,4,35,550,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
55,2,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
53,4,35,450,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
52,3,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
49,4,60,550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
28,4,35,650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,3,15,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
56,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
23,4,15,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
30,3,15,150,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
27,5,45,550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
22,4,15,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
62,3,35,350,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4
35,3,25,450,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
35,2,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
21,5,15,350,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
47,4,35,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
22,4,45,750,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
27,4,25,550,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
23,1,5,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
53,3,35,550,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
46,2,15,450,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
57,3,25,250,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
29,2,25,450,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
26,4,25,250,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
23,4,15,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
26,4,35,450,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0
60,3,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
45,4,35,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,2,25,450,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
43,2,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
28,4,25,550,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
69,2,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
24,4,35,250,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
54,4,60,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
39,4,15,550,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
40,4,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2
53,4,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
51,4,25,650,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4
28,3,25,150,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
